id,percentage,total,count
GCA_900184385.1_272_GCA_900184385.1_344,0.9848484848484849,264,260
GCA_000210855.2_345_GCA_900184385.1_344,0.9848484848484849,264,260
GCA_000210855.2_364_GCA_900184385.1_344,0.9848484848484849,264,260
GCA_900184385.1_344_GCA_900186905.1_455,0.9848484848484849,264,260
GCA_002220715.1_327_GCA_900184385.1_344,0.9848484848484849,264,260
GCA_002220715.1_225_GCA_900184385.1_344,0.9848484848484849,264,260
GCA_000213655.1_78_GCA_900184385.1_344,1.0,259,259
GCA_002072655.1_227_GCA_900184385.1_344,0.9961685823754789,261,260
GCA_000213655.1_29_GCA_900184385.1_344,0.9961538461538462,260,259
GCA_002072655.1_172_GCA_900184385.1_344,0.9961538461538462,260,259
GCA_000213655.1_16_GCA_900184385.1_344,0.9961538461538462,260,259
GCA_000210855.2_365_GCA_900184385.1_344,0.9961685823754789,261,260
GCA_002813995.1_350_GCA_900184385.1_344,0.9848484848484849,264,260
GCA_002813995.1_313_GCA_900184385.1_344,0.9848484848484849,264,260
GCA_002813995.1_19_GCA_900184385.1_344,0.9848484848484849,264,260
GCA_002813995.1_291_GCA_900184385.1_344,0.9848484848484849,264,260
GCA_002220715.1_19_GCA_900184385.1_344,0.9961685823754789,261,260
GCA_002813995.1_193_GCA_900184385.1_344,1.0,260,260
GCA_002813995.1_334_GCA_900184385.1_344,1.0,260,260
GCA_000747565.1_145_GCA_900184385.1_344,0.9961685823754789,261,260
GCA_000210855.2_327_GCA_900184385.1_344,0.9961685823754789,261,260
GCA_002355295.1_111_GCA_900184385.1_344,0.9961538461538462,260,259
GCA_002355295.1_50_GCA_900184385.1_344,0.9961538461538462,260,259
GCA_002220715.1_357_GCA_900184385.1_344,0.9961538461538462,260,259
GCA_002220715.1_224_GCA_900184385.1_344,0.9961538461538462,260,259
GCA_002220715.1_273_GCA_900184385.1_344,1.0,259,259
GCA_001648195.1_112_GCA_900184385.1_344,1.0,259,259
GCA_001648195.1_61_GCA_900184385.1_344,1.0,259,259
GCA_000747565.1_56_GCA_900184385.1_344,0.9961538461538462,260,259
GCA_001648195.1_46_GCA_900184385.1_344,1.0,259,259
GCA_900184385.1_306_GCA_900184385.1_344,0.9961538461538462,260,259
GCA_900184385.1_344_GCA_900184385.1_345,0.9961538461538462,260,259
GCA_002813995.1_351_GCA_900184385.1_344,0.9961538461538462,260,259
GCA_002813995.1_335_GCA_900184385.1_344,0.9961538461538462,260,259
GCA_002813995.1_292_GCA_900184385.1_344,0.9961538461538462,260,259
GCA_002813995.1_314_GCA_900184385.1_344,0.9961538461538462,260,259
GCA_002813995.1_20_GCA_900184385.1_344,0.9961538461538462,260,259
GCA_002220715.1_376_GCA_900184385.1_344,0.9961538461538462,260,259
GCA_002220715.1_20_GCA_900184385.1_344,0.9961538461538462,260,259
GCA_900184385.1_344_GCA_900186905.1_23,0.9961538461538462,260,259
GCA_002355295.1_110_GCA_002355295.1_49,1.0,264,264
GCA_000210855.2_26_GCA_002355295.1_110,1.0,264,264
GCA_002355295.1_110_GCA_002813995.1_290,1.0,256,256
GCA_002355295.1_110_GCA_900184385.1_24,1.0,260,260
GCA_002355295.1_110_GCA_002813995.1_333,1.0,264,264
GCA_002355295.1_110_GCA_002813995.1_312,1.0,264,264
GCA_002072655.1_162_GCA_002355295.1_110,0.9848484848484849,264,260
GCA_002355295.1_110_GCA_900184385.1_272,0.9848484848484849,264,260
GCA_000210855.2_345_GCA_002355295.1_110,0.9848484848484849,264,260
GCA_000210855.2_364_GCA_002355295.1_110,0.9848484848484849,264,260
GCA_002355295.1_110_GCA_900186905.1_455,0.9848484848484849,264,260
GCA_002220715.1_327_GCA_002355295.1_110,0.9848484848484849,264,260
GCA_002220715.1_225_GCA_002355295.1_110,0.9848484848484849,264,260
GCA_000213655.1_78_GCA_002355295.1_110,1.0,259,259
GCA_002072655.1_227_GCA_002355295.1_110,0.9961685823754789,261,260
GCA_000213655.1_29_GCA_002355295.1_110,0.9961538461538462,260,259
GCA_002072655.1_172_GCA_002355295.1_110,0.9961538461538462,260,259
GCA_000213655.1_16_GCA_002355295.1_110,0.9961538461538462,260,259
GCA_000210855.2_365_GCA_002355295.1_110,0.9961685823754789,261,260
GCA_002355295.1_110_GCA_002813995.1_350,0.9848484848484849,264,260
GCA_002355295.1_110_GCA_002813995.1_313,0.9848484848484849,264,260
GCA_002355295.1_110_GCA_002813995.1_19,0.9848484848484849,264,260
GCA_002355295.1_110_GCA_002813995.1_291,0.9848484848484849,264,260
GCA_002220715.1_19_GCA_002355295.1_110,0.9961685823754789,261,260
GCA_002355295.1_110_GCA_002813995.1_193,1.0,260,260
GCA_002355295.1_110_GCA_002813995.1_334,1.0,260,260
GCA_000747565.1_145_GCA_002355295.1_110,0.9961685823754789,261,260
GCA_000210855.2_327_GCA_002355295.1_110,0.9961685823754789,261,260
GCA_002355295.1_110_GCA_002355295.1_111,0.9961538461538462,260,259
GCA_002355295.1_110_GCA_002355295.1_50,0.9961538461538462,260,259
GCA_002220715.1_357_GCA_002355295.1_110,0.9961538461538462,260,259
GCA_002220715.1_224_GCA_002355295.1_110,0.9961538461538462,260,259
GCA_002220715.1_273_GCA_002355295.1_110,1.0,259,259
GCA_001648195.1_112_GCA_002355295.1_110,1.0,259,259
GCA_001648195.1_61_GCA_002355295.1_110,1.0,259,259
GCA_000747565.1_56_GCA_002355295.1_110,0.9961538461538462,260,259
GCA_001648195.1_46_GCA_002355295.1_110,1.0,259,259
GCA_002355295.1_110_GCA_900184385.1_306,0.9961538461538462,260,259
GCA_002355295.1_110_GCA_900184385.1_345,0.9961538461538462,260,259
GCA_002355295.1_110_GCA_002813995.1_351,0.9961538461538462,260,259
GCA_002355295.1_110_GCA_002813995.1_335,0.9961538461538462,260,259
GCA_002355295.1_110_GCA_002813995.1_292,0.9961538461538462,260,259
GCA_002355295.1_110_GCA_002813995.1_314,0.9961538461538462,260,259
GCA_002355295.1_110_GCA_002813995.1_20,0.9961538461538462,260,259
GCA_002220715.1_376_GCA_002355295.1_110,0.9961538461538462,260,259
GCA_002220715.1_20_GCA_002355295.1_110,0.9961538461538462,260,259
GCA_002355295.1_110_GCA_900186905.1_23,0.9961538461538462,260,259
GCA_000210855.2_26_GCA_002355295.1_49,1.0,264,264
GCA_002355295.1_49_GCA_002813995.1_290,1.0,256,256
GCA_002355295.1_49_GCA_900184385.1_24,1.0,260,260
GCA_002355295.1_49_GCA_002813995.1_333,1.0,264,264
GCA_002355295.1_49_GCA_002813995.1_312,1.0,264,264
GCA_002072655.1_162_GCA_002355295.1_49,0.9848484848484849,264,260
GCA_002355295.1_49_GCA_900184385.1_272,0.9848484848484849,264,260
GCA_000210855.2_345_GCA_002355295.1_49,0.9848484848484849,264,260
GCA_000210855.2_364_GCA_002355295.1_49,0.9848484848484849,264,260
GCA_002355295.1_49_GCA_900186905.1_455,0.9848484848484849,264,260
GCA_002220715.1_327_GCA_002355295.1_49,0.9848484848484849,264,260
GCA_002220715.1_225_GCA_002355295.1_49,0.9848484848484849,264,260
GCA_000213655.1_78_GCA_002355295.1_49,1.0,259,259
GCA_002072655.1_227_GCA_002355295.1_49,0.9961685823754789,261,260
GCA_000213655.1_29_GCA_002355295.1_49,0.9961538461538462,260,259
GCA_002072655.1_172_GCA_002355295.1_49,0.9961538461538462,260,259
GCA_000213655.1_16_GCA_002355295.1_49,0.9961538461538462,260,259
GCA_000210855.2_365_GCA_002355295.1_49,0.9961685823754789,261,260
GCA_002355295.1_49_GCA_002813995.1_350,0.9848484848484849,264,260
GCA_002355295.1_49_GCA_002813995.1_313,0.9848484848484849,264,260
GCA_002355295.1_49_GCA_002813995.1_19,0.9848484848484849,264,260
GCA_002355295.1_49_GCA_002813995.1_291,0.9848484848484849,264,260
GCA_002220715.1_19_GCA_002355295.1_49,0.9961685823754789,261,260
GCA_002355295.1_49_GCA_002813995.1_193,1.0,260,260
GCA_002355295.1_49_GCA_002813995.1_334,1.0,260,260
GCA_000747565.1_145_GCA_002355295.1_49,0.9961685823754789,261,260
GCA_000210855.2_327_GCA_002355295.1_49,0.9961685823754789,261,260
GCA_002355295.1_111_GCA_002355295.1_49,0.9961538461538462,260,259
GCA_002355295.1_49_GCA_002355295.1_50,0.9961538461538462,260,259
GCA_002220715.1_357_GCA_002355295.1_49,0.9961538461538462,260,259
GCA_002220715.1_224_GCA_002355295.1_49,0.9961538461538462,260,259
GCA_002220715.1_273_GCA_002355295.1_49,1.0,259,259
GCA_001648195.1_112_GCA_002355295.1_49,1.0,259,259
GCA_001648195.1_61_GCA_002355295.1_49,1.0,259,259
GCA_000747565.1_56_GCA_002355295.1_49,0.9961538461538462,260,259
GCA_001648195.1_46_GCA_002355295.1_49,1.0,259,259
GCA_002355295.1_49_GCA_900184385.1_306,0.9961538461538462,260,259
GCA_002355295.1_49_GCA_900184385.1_345,0.9961538461538462,260,259
GCA_002355295.1_49_GCA_002813995.1_351,0.9961538461538462,260,259
GCA_002355295.1_49_GCA_002813995.1_335,0.9961538461538462,260,259
GCA_002355295.1_49_GCA_002813995.1_292,0.9961538461538462,260,259
GCA_002355295.1_49_GCA_002813995.1_314,0.9961538461538462,260,259
GCA_002355295.1_49_GCA_002813995.1_20,0.9961538461538462,260,259
GCA_002220715.1_376_GCA_002355295.1_49,0.9961538461538462,260,259
GCA_002220715.1_20_GCA_002355295.1_49,0.9961538461538462,260,259
GCA_002355295.1_49_GCA_900186905.1_23,0.9961538461538462,260,259
GCA_000210855.2_26_GCA_002813995.1_290,1.0,256,256
GCA_000210855.2_26_GCA_900184385.1_24,1.0,260,260
GCA_000210855.2_26_GCA_002813995.1_333,1.0,264,264
GCA_000210855.2_26_GCA_002813995.1_312,1.0,264,264
GCA_000210855.2_26_GCA_002072655.1_162,0.9848484848484849,264,260
GCA_000210855.2_26_GCA_900184385.1_272,0.9848484848484849,264,260
GCA_000210855.2_26_GCA_000210855.2_345,0.9848484848484849,264,260
GCA_000210855.2_26_GCA_000210855.2_364,0.9848484848484849,264,260
GCA_000210855.2_26_GCA_900186905.1_455,0.9848484848484849,264,260
GCA_000210855.2_26_GCA_002220715.1_327,0.9848484848484849,264,260
GCA_000210855.2_26_GCA_002220715.1_225,0.9848484848484849,264,260
GCA_000210855.2_26_GCA_000213655.1_78,1.0,259,259
GCA_000210855.2_26_GCA_002072655.1_227,0.9961685823754789,261,260
GCA_000210855.2_26_GCA_000213655.1_29,0.9961538461538462,260,259
GCA_000210855.2_26_GCA_002072655.1_172,0.9961538461538462,260,259
GCA_000210855.2_26_GCA_000213655.1_16,0.9961538461538462,260,259
GCA_000210855.2_26_GCA_000210855.2_365,0.9961685823754789,261,260
GCA_000210855.2_26_GCA_002813995.1_350,0.9848484848484849,264,260
GCA_000210855.2_26_GCA_002813995.1_313,0.9848484848484849,264,260
GCA_000210855.2_26_GCA_002813995.1_19,0.9848484848484849,264,260
GCA_000210855.2_26_GCA_002813995.1_291,0.9848484848484849,264,260
GCA_000210855.2_26_GCA_002220715.1_19,0.9961685823754789,261,260
GCA_000210855.2_26_GCA_002813995.1_193,1.0,260,260
GCA_000210855.2_26_GCA_002813995.1_334,1.0,260,260
GCA_000210855.2_26_GCA_000747565.1_145,0.9961685823754789,261,260
GCA_000210855.2_26_GCA_000210855.2_327,0.9961685823754789,261,260
GCA_000210855.2_26_GCA_002355295.1_111,0.9961538461538462,260,259
GCA_000210855.2_26_GCA_002355295.1_50,0.9961538461538462,260,259
GCA_000210855.2_26_GCA_002220715.1_357,0.9961538461538462,260,259
GCA_000210855.2_26_GCA_002220715.1_224,0.9961538461538462,260,259
GCA_000210855.2_26_GCA_002220715.1_273,1.0,259,259
GCA_000210855.2_26_GCA_001648195.1_112,1.0,259,259
GCA_000210855.2_26_GCA_001648195.1_61,1.0,259,259
GCA_000210855.2_26_GCA_000747565.1_56,0.9961538461538462,260,259
GCA_000210855.2_26_GCA_001648195.1_46,1.0,259,259
GCA_000210855.2_26_GCA_900184385.1_306,0.9961538461538462,260,259
GCA_000210855.2_26_GCA_900184385.1_345,0.9961538461538462,260,259
GCA_000210855.2_26_GCA_002813995.1_351,0.9961538461538462,260,259
GCA_000210855.2_26_GCA_002813995.1_335,0.9961538461538462,260,259
GCA_000210855.2_26_GCA_002813995.1_292,0.9961538461538462,260,259
GCA_000210855.2_26_GCA_002813995.1_314,0.9961538461538462,260,259
GCA_000210855.2_26_GCA_002813995.1_20,0.9961538461538462,260,259
GCA_000210855.2_26_GCA_002220715.1_376,0.9961538461538462,260,259
GCA_000210855.2_26_GCA_002220715.1_20,0.9961538461538462,260,259
GCA_000210855.2_26_GCA_900186905.1_23,0.9961538461538462,260,259
GCA_002813995.1_290_GCA_900184385.1_24,0.984375,256,252
GCA_002813995.1_290_GCA_002813995.1_333,1.0,256,256
GCA_002813995.1_290_GCA_002813995.1_312,1.0,256,256
GCA_002072655.1_162_GCA_002813995.1_290,0.984375,256,252
GCA_002813995.1_290_GCA_900184385.1_272,0.984375,256,252
GCA_000210855.2_345_GCA_002813995.1_290,0.984375,256,252
GCA_000210855.2_364_GCA_002813995.1_290,0.984375,256,252
GCA_002813995.1_290_GCA_900186905.1_455,0.984375,256,252
GCA_002220715.1_327_GCA_002813995.1_290,0.984375,256,252
GCA_002220715.1_225_GCA_002813995.1_290,0.984375,256,252
GCA_000213655.1_78_GCA_002813995.1_290,0.98046875,256,251
GCA_002072655.1_227_GCA_002813995.1_290,0.984375,256,252
GCA_000213655.1_29_GCA_002813995.1_290,0.98046875,256,251
GCA_002072655.1_172_GCA_002813995.1_290,0.98046875,256,251
GCA_000213655.1_16_GCA_002813995.1_290,0.98046875,256,251
GCA_000210855.2_365_GCA_002813995.1_290,0.984375,256,252
GCA_002813995.1_290_GCA_002813995.1_350,0.984375,256,252
GCA_002813995.1_290_GCA_002813995.1_313,0.984375,256,252
GCA_002813995.1_19_GCA_002813995.1_290,0.984375,256,252
GCA_002813995.1_290_GCA_002813995.1_291,0.984375,256,252
GCA_002220715.1_19_GCA_002813995.1_290,0.984375,256,252
GCA_002813995.1_193_GCA_002813995.1_290,0.984375,256,252
GCA_002813995.1_290_GCA_002813995.1_334,0.984375,256,252
GCA_000747565.1_145_GCA_002813995.1_290,0.984375,256,252
GCA_000210855.2_327_GCA_002813995.1_290,0.984375,256,252
GCA_002355295.1_111_GCA_002813995.1_290,0.98046875,256,251
GCA_002355295.1_50_GCA_002813995.1_290,0.98046875,256,251
GCA_002220715.1_357_GCA_002813995.1_290,0.98046875,256,251
GCA_002220715.1_224_GCA_002813995.1_290,0.98046875,256,251
GCA_002220715.1_273_GCA_002813995.1_290,0.98046875,256,251
GCA_001648195.1_112_GCA_002813995.1_290,0.98046875,256,251
GCA_001648195.1_61_GCA_002813995.1_290,0.98046875,256,251
GCA_000747565.1_56_GCA_002813995.1_290,0.98046875,256,251
GCA_001648195.1_46_GCA_002813995.1_290,0.98046875,256,251
GCA_002813995.1_290_GCA_900184385.1_306,0.98046875,256,251
GCA_002813995.1_290_GCA_900184385.1_345,0.98046875,256,251
GCA_002813995.1_290_GCA_002813995.1_351,0.98046875,256,251
GCA_002813995.1_290_GCA_002813995.1_335,0.98046875,256,251
GCA_002813995.1_290_GCA_002813995.1_292,0.98046875,256,251
GCA_002813995.1_290_GCA_002813995.1_314,0.98046875,256,251
GCA_002813995.1_20_GCA_002813995.1_290,0.98046875,256,251
GCA_002220715.1_376_GCA_002813995.1_290,0.98046875,256,251
GCA_002220715.1_20_GCA_002813995.1_290,0.98046875,256,251
GCA_002813995.1_290_GCA_900186905.1_23,0.98046875,256,251
GCA_002813995.1_333_GCA_900184385.1_24,1.0,260,260
GCA_002813995.1_312_GCA_900184385.1_24,1.0,260,260
GCA_002072655.1_162_GCA_900184385.1_24,1.0,260,260
GCA_900184385.1_24_GCA_900184385.1_272,1.0,260,260
GCA_000210855.2_345_GCA_900184385.1_24,1.0,260,260
GCA_000210855.2_364_GCA_900184385.1_24,1.0,260,260
GCA_900184385.1_24_GCA_900186905.1_455,1.0,260,260
GCA_002220715.1_327_GCA_900184385.1_24,1.0,260,260
GCA_002220715.1_225_GCA_900184385.1_24,1.0,260,260
GCA_000213655.1_78_GCA_900184385.1_24,1.0,259,259
GCA_002072655.1_227_GCA_900184385.1_24,1.0,260,260
GCA_000213655.1_29_GCA_900184385.1_24,0.9961538461538462,260,259
GCA_002072655.1_172_GCA_900184385.1_24,0.9961538461538462,260,259
GCA_000213655.1_16_GCA_900184385.1_24,0.9961538461538462,260,259
GCA_000210855.2_365_GCA_900184385.1_24,1.0,260,260
GCA_002813995.1_350_GCA_900184385.1_24,1.0,260,260
GCA_002813995.1_313_GCA_900184385.1_24,1.0,260,260
GCA_002813995.1_19_GCA_900184385.1_24,1.0,260,260
GCA_002813995.1_291_GCA_900184385.1_24,1.0,260,260
GCA_002220715.1_19_GCA_900184385.1_24,1.0,260,260
GCA_002813995.1_193_GCA_900184385.1_24,1.0,260,260
GCA_002813995.1_334_GCA_900184385.1_24,1.0,260,260
GCA_000747565.1_145_GCA_900184385.1_24,1.0,260,260
GCA_000210855.2_327_GCA_900184385.1_24,1.0,260,260
GCA_002355295.1_111_GCA_900184385.1_24,0.9961538461538462,260,259
GCA_002355295.1_50_GCA_900184385.1_24,0.9961538461538462,260,259
GCA_002220715.1_357_GCA_900184385.1_24,0.9961538461538462,260,259
GCA_002220715.1_224_GCA_900184385.1_24,0.9961538461538462,260,259
GCA_002220715.1_273_GCA_900184385.1_24,1.0,259,259
GCA_001648195.1_112_GCA_900184385.1_24,1.0,259,259
GCA_001648195.1_61_GCA_900184385.1_24,1.0,259,259
GCA_000747565.1_56_GCA_900184385.1_24,0.9961538461538462,260,259
GCA_001648195.1_46_GCA_900184385.1_24,1.0,259,259
GCA_900184385.1_24_GCA_900184385.1_306,0.9961538461538462,260,259
GCA_900184385.1_24_GCA_900184385.1_345,0.9961538461538462,260,259
GCA_002813995.1_351_GCA_900184385.1_24,0.9961538461538462,260,259
GCA_002813995.1_335_GCA_900184385.1_24,0.9961538461538462,260,259
GCA_002813995.1_292_GCA_900184385.1_24,0.9961538461538462,260,259
GCA_002813995.1_314_GCA_900184385.1_24,0.9961538461538462,260,259
GCA_002813995.1_20_GCA_900184385.1_24,0.9961538461538462,260,259
GCA_002220715.1_376_GCA_900184385.1_24,0.9961538461538462,260,259
GCA_002220715.1_20_GCA_900184385.1_24,0.9961538461538462,260,259
GCA_900184385.1_24_GCA_900186905.1_23,0.9961538461538462,260,259
GCA_002813995.1_312_GCA_002813995.1_333,1.0,264,264
GCA_002072655.1_162_GCA_002813995.1_333,0.9848484848484849,264,260
GCA_002813995.1_333_GCA_900184385.1_272,0.9848484848484849,264,260
GCA_000210855.2_345_GCA_002813995.1_333,0.9848484848484849,264,260
GCA_000210855.2_364_GCA_002813995.1_333,0.9848484848484849,264,260
GCA_002813995.1_333_GCA_900186905.1_455,0.9848484848484849,264,260
GCA_002220715.1_327_GCA_002813995.1_333,0.9848484848484849,264,260
GCA_002220715.1_225_GCA_002813995.1_333,0.9848484848484849,264,260
GCA_000213655.1_78_GCA_002813995.1_333,1.0,259,259
GCA_002072655.1_227_GCA_002813995.1_333,0.9961685823754789,261,260
GCA_000213655.1_29_GCA_002813995.1_333,0.9961538461538462,260,259
GCA_002072655.1_172_GCA_002813995.1_333,0.9961538461538462,260,259
GCA_000213655.1_16_GCA_002813995.1_333,0.9961538461538462,260,259
GCA_000210855.2_365_GCA_002813995.1_333,0.9961685823754789,261,260
GCA_002813995.1_333_GCA_002813995.1_350,0.9848484848484849,264,260
GCA_002813995.1_313_GCA_002813995.1_333,0.9848484848484849,264,260
GCA_002813995.1_19_GCA_002813995.1_333,0.9848484848484849,264,260
GCA_002813995.1_291_GCA_002813995.1_333,0.9848484848484849,264,260
GCA_002220715.1_19_GCA_002813995.1_333,0.9961685823754789,261,260
GCA_002813995.1_193_GCA_002813995.1_333,1.0,260,260
GCA_002813995.1_333_GCA_002813995.1_334,1.0,260,260
GCA_000747565.1_145_GCA_002813995.1_333,0.9961685823754789,261,260
GCA_000210855.2_327_GCA_002813995.1_333,0.9961685823754789,261,260
GCA_002355295.1_111_GCA_002813995.1_333,0.9961538461538462,260,259
GCA_002355295.1_50_GCA_002813995.1_333,0.9961538461538462,260,259
GCA_002220715.1_357_GCA_002813995.1_333,0.9961538461538462,260,259
GCA_002220715.1_224_GCA_002813995.1_333,0.9961538461538462,260,259
GCA_002220715.1_273_GCA_002813995.1_333,1.0,259,259
GCA_001648195.1_112_GCA_002813995.1_333,1.0,259,259
GCA_001648195.1_61_GCA_002813995.1_333,1.0,259,259
GCA_000747565.1_56_GCA_002813995.1_333,0.9961538461538462,260,259
GCA_001648195.1_46_GCA_002813995.1_333,1.0,259,259
GCA_002813995.1_333_GCA_900184385.1_306,0.9961538461538462,260,259
GCA_002813995.1_333_GCA_900184385.1_345,0.9961538461538462,260,259
GCA_002813995.1_333_GCA_002813995.1_351,0.9961538461538462,260,259
GCA_002813995.1_333_GCA_002813995.1_335,0.9961538461538462,260,259
GCA_002813995.1_292_GCA_002813995.1_333,0.9961538461538462,260,259
GCA_002813995.1_314_GCA_002813995.1_333,0.9961538461538462,260,259
GCA_002813995.1_20_GCA_002813995.1_333,0.9961538461538462,260,259
GCA_002220715.1_376_GCA_002813995.1_333,0.9961538461538462,260,259
GCA_002220715.1_20_GCA_002813995.1_333,0.9961538461538462,260,259
GCA_002813995.1_333_GCA_900186905.1_23,0.9961538461538462,260,259
GCA_002072655.1_162_GCA_002813995.1_312,0.9848484848484849,264,260
GCA_002813995.1_312_GCA_900184385.1_272,0.9848484848484849,264,260
GCA_000210855.2_345_GCA_002813995.1_312,0.9848484848484849,264,260
GCA_000210855.2_364_GCA_002813995.1_312,0.9848484848484849,264,260
GCA_002813995.1_312_GCA_900186905.1_455,0.9848484848484849,264,260
GCA_002220715.1_327_GCA_002813995.1_312,0.9848484848484849,264,260
GCA_002220715.1_225_GCA_002813995.1_312,0.9848484848484849,264,260
GCA_000213655.1_78_GCA_002813995.1_312,1.0,259,259
GCA_002072655.1_227_GCA_002813995.1_312,0.9961685823754789,261,260
GCA_000213655.1_29_GCA_002813995.1_312,0.9961538461538462,260,259
GCA_002072655.1_172_GCA_002813995.1_312,0.9961538461538462,260,259
GCA_000213655.1_16_GCA_002813995.1_312,0.9961538461538462,260,259
GCA_000210855.2_365_GCA_002813995.1_312,0.9961685823754789,261,260
GCA_002813995.1_312_GCA_002813995.1_350,0.9848484848484849,264,260
GCA_002813995.1_312_GCA_002813995.1_313,0.9848484848484849,264,260
GCA_002813995.1_19_GCA_002813995.1_312,0.9848484848484849,264,260
GCA_002813995.1_291_GCA_002813995.1_312,0.9848484848484849,264,260
GCA_002220715.1_19_GCA_002813995.1_312,0.9961685823754789,261,260
GCA_002813995.1_193_GCA_002813995.1_312,1.0,260,260
GCA_002813995.1_312_GCA_002813995.1_334,1.0,260,260
GCA_000747565.1_145_GCA_002813995.1_312,0.9961685823754789,261,260
GCA_000210855.2_327_GCA_002813995.1_312,0.9961685823754789,261,260
GCA_002355295.1_111_GCA_002813995.1_312,0.9961538461538462,260,259
GCA_002355295.1_50_GCA_002813995.1_312,0.9961538461538462,260,259
GCA_002220715.1_357_GCA_002813995.1_312,0.9961538461538462,260,259
GCA_002220715.1_224_GCA_002813995.1_312,0.9961538461538462,260,259
GCA_002220715.1_273_GCA_002813995.1_312,1.0,259,259
GCA_001648195.1_112_GCA_002813995.1_312,1.0,259,259
GCA_001648195.1_61_GCA_002813995.1_312,1.0,259,259
GCA_000747565.1_56_GCA_002813995.1_312,0.9961538461538462,260,259
GCA_001648195.1_46_GCA_002813995.1_312,1.0,259,259
GCA_002813995.1_312_GCA_900184385.1_306,0.9961538461538462,260,259
GCA_002813995.1_312_GCA_900184385.1_345,0.9961538461538462,260,259
GCA_002813995.1_312_GCA_002813995.1_351,0.9961538461538462,260,259
GCA_002813995.1_312_GCA_002813995.1_335,0.9961538461538462,260,259
GCA_002813995.1_292_GCA_002813995.1_312,0.9961538461538462,260,259
GCA_002813995.1_312_GCA_002813995.1_314,0.9961538461538462,260,259
GCA_002813995.1_20_GCA_002813995.1_312,0.9961538461538462,260,259
GCA_002220715.1_376_GCA_002813995.1_312,0.9961538461538462,260,259
GCA_002220715.1_20_GCA_002813995.1_312,0.9961538461538462,260,259
GCA_002813995.1_312_GCA_900186905.1_23,0.9961538461538462,260,259
GCA_002072655.1_162_GCA_900184385.1_272,0.9848484848484849,264,260
GCA_000210855.2_345_GCA_002072655.1_162,0.9848484848484849,264,260
GCA_000210855.2_364_GCA_002072655.1_162,0.9848484848484849,264,260
GCA_002072655.1_162_GCA_900186905.1_455,0.9848484848484849,264,260
GCA_002072655.1_162_GCA_002220715.1_327,0.9848484848484849,264,260
GCA_002072655.1_162_GCA_002220715.1_225,0.9848484848484849,264,260
GCA_000213655.1_78_GCA_002072655.1_162,1.0,259,259
GCA_002072655.1_162_GCA_002072655.1_227,0.9961685823754789,261,260
GCA_000213655.1_29_GCA_002072655.1_162,0.9961538461538462,260,259
GCA_002072655.1_162_GCA_002072655.1_172,0.9961538461538462,260,259
GCA_000213655.1_16_GCA_002072655.1_162,0.9961538461538462,260,259
GCA_000210855.2_365_GCA_002072655.1_162,0.9961685823754789,261,260
GCA_002072655.1_162_GCA_002813995.1_350,0.9848484848484849,264,260
GCA_002072655.1_162_GCA_002813995.1_313,0.9848484848484849,264,260
GCA_002072655.1_162_GCA_002813995.1_19,0.9848484848484849,264,260
GCA_002072655.1_162_GCA_002813995.1_291,0.9848484848484849,264,260
GCA_002072655.1_162_GCA_002220715.1_19,0.9961685823754789,261,260
GCA_002072655.1_162_GCA_002813995.1_193,1.0,260,260
GCA_002072655.1_162_GCA_002813995.1_334,1.0,260,260
GCA_000747565.1_145_GCA_002072655.1_162,0.9961685823754789,261,260
GCA_000210855.2_327_GCA_002072655.1_162,0.9961685823754789,261,260
GCA_002072655.1_162_GCA_002355295.1_111,0.9961538461538462,260,259
GCA_002072655.1_162_GCA_002355295.1_50,0.9961538461538462,260,259
GCA_002072655.1_162_GCA_002220715.1_357,0.9961538461538462,260,259
GCA_002072655.1_162_GCA_002220715.1_224,0.9961538461538462,260,259
GCA_002072655.1_162_GCA_002220715.1_273,1.0,259,259
GCA_001648195.1_112_GCA_002072655.1_162,1.0,259,259
GCA_001648195.1_61_GCA_002072655.1_162,1.0,259,259
GCA_000747565.1_56_GCA_002072655.1_162,0.9961538461538462,260,259
GCA_001648195.1_46_GCA_002072655.1_162,1.0,259,259
GCA_002072655.1_162_GCA_900184385.1_306,0.9961538461538462,260,259
GCA_002072655.1_162_GCA_900184385.1_345,0.9961538461538462,260,259
GCA_002072655.1_162_GCA_002813995.1_351,0.9961538461538462,260,259
GCA_002072655.1_162_GCA_002813995.1_335,0.9961538461538462,260,259
GCA_002072655.1_162_GCA_002813995.1_292,0.9961538461538462,260,259
GCA_002072655.1_162_GCA_002813995.1_314,0.9961538461538462,260,259
GCA_002072655.1_162_GCA_002813995.1_20,0.9961538461538462,260,259
GCA_002072655.1_162_GCA_002220715.1_376,0.9961538461538462,260,259
GCA_002072655.1_162_GCA_002220715.1_20,0.9961538461538462,260,259
GCA_002072655.1_162_GCA_900186905.1_23,0.9961538461538462,260,259
GCA_000210855.2_345_GCA_900184385.1_272,0.9848484848484849,264,260
GCA_000210855.2_364_GCA_900184385.1_272,0.9848484848484849,264,260
GCA_900184385.1_272_GCA_900186905.1_455,0.9848484848484849,264,260
GCA_002220715.1_327_GCA_900184385.1_272,0.9848484848484849,264,260
GCA_002220715.1_225_GCA_900184385.1_272,0.9848484848484849,264,260
GCA_000213655.1_78_GCA_900184385.1_272,1.0,259,259
