Column1,ID,mean_score,min_eval,count,response,Column2
2013,GCA_000438825.1_8,5.36704,0.0128689,1,0,
1514,GCA_000213655.1_174,5.34074,0.0478074,2,0,
3174,GCA_900088705.1_170,5.31719,0.00793793,1,0,
352,GCA_000007565.2_1,5.30894,4.83E-05,3,0,
369,GCA_000007565.2_214,5.21985,0.00450411,3,0,
2367,GCA_001042875.1_219,5.16934,0.016936,1,0,
366,GCA_000007565.2_2,5.13534,0.00283315,2,0,
1703,GCA_000281215.1_277,5.04569,0.0013421,1,0,
375,GCA_000007565.2_233,4.96874,0.00914836,1,0,
2548,GCA_001874505.1_234,4.9033,0.0226592,1,0,
745,GCA_000017745.1_297,4.84254,0.005,3,0,
3114,GCA_002849875.1_68,4.80439,0.0271693,1,0,
2766,GCA_002220715.1_98,4.71074,0.0430383,1,0,
412,GCA_000007565.2_92,4.5995,0.000224362,1,0,
1550,GCA_000220485.1_16,4.54574,0.0370216,1,0,
3275,GCA_900184385.1_335,4.49066,0.005,3,0,
30,GCA_000006765.1_727,4.32022,0.005,2,0,
2550,GCA_001874505.1_245,4.15319,0.00897527,1,0,
1432,GCA_000210855.2_278,3.97389,0.0472295,1,0,
1750,GCA_000283715.1_149,3.86119,0.005,3,0,
2532,GCA_001874505.1_184,3.83621,0.0199797,1,0,
669,GCA_000017745.1_2105,3.81655,0.00646397,1,0,
1089,GCA_000017765.1_545,3.65401,0.005,1,0,
1513,GCA_000213655.1_170,3.64388,0.005,1,0,
2543,GCA_001874505.1_221,3.628865,0.00177567,2,0,
2788,GCA_002303275.1_77,3.57268,0.0231021,1,0,
2519,GCA_001874505.1_1,3.56656,0.00629489,1,0,
3281,GCA_900184385.1_355,3.24944,0.005,3,0,
1719,GCA_000281215.1_51,3.22268,0.048377,1,0,
2568,GCA_001886455.1_27,3.09862,0.00624601,1,0,
2715,GCA_002220715.1_304,2.85393,0.0498603,1,0,
592,GCA_000017745.1_1702,2.38513,0.0447746,1,0,
204,GCA_000007405.1_37,2.2875,0.0175656,1,0,
2490,GCA_001559675.1_414,2.26579,0.005,2,0,
119,GCA_000007405.1_180,2.08889,0.0423166,1,0,
1914,GCA_000310085.1_31,1.72519,0.005,2,0,
2221,GCA_000747565.1_200,1.15502,0.005,10,0,
1,GCA_000006765.1_118,0,10,1,0,
3,GCA_000006765.1_190,0,10,1,0,
5,GCA_000006765.1_214,0,10,1,0,
6,GCA_000006765.1_23,0,10,1,0,
7,GCA_000006765.1_279,0,10,1,0,
11,GCA_000006765.1_363,0,10,1,0,
12,GCA_000006765.1_367,0,10,1,0,
13,GCA_000006765.1_397,0,10,1,0,
15,GCA_000006765.1_426,0,10,1,0,
16,GCA_000006765.1_428,0,10,1,0,
18,GCA_000006765.1_465,0,10,1,0,
19,GCA_000006765.1_489,0,10,1,0,
20,GCA_000006765.1_494,0,10,1,0,
21,GCA_000006765.1_499,0,10,1,0,
23,GCA_000006765.1_575,0,10,1,0,
24,GCA_000006765.1_637,0,10,1,0,
25,GCA_000006765.1_659,0,10,1,0,
26,GCA_000006765.1_661,0,10,1,0,
27,GCA_000006765.1_701,0,10,1,0,
29,GCA_000006765.1_720,0,10,1,0,
31,GCA_000006765.1_744,0,10,1,0,
32,GCA_000006765.1_750,0,10,1,0,
33,GCA_000006765.1_761,0,10,1,0,
34,GCA_000006765.1_774,0,10,1,0,
35,GCA_000006765.1_800,0,10,1,0,
36,GCA_000006765.1_805,0,10,1,0,
37,GCA_000006765.1_813,0,10,1,0,
38,GCA_000006765.1_822,0,10,1,0,
41,GCA_000006765.1_94,0,10,1,0,
42,GCA_000006945.2_1009,0,10,1,0,
43,GCA_000006945.2_127,0,10,1,0,
45,GCA_000006945.2_1503,0,10,1,0,
46,GCA_000006945.2_1504,0,10,1,0,
49,GCA_000006945.2_1827,0,10,1,0,
50,GCA_000006945.2_2101,0,10,1,0,
53,GCA_000006945.2_2561,0,10,1,0,
54,GCA_000006945.2_2567,0,10,1,0,
57,GCA_000006945.2_275,0,10,1,0,
59,GCA_000006945.2_276,0,10,1,0,
61,GCA_000006945.2_279,0,10,1,0,
62,GCA_000006945.2_2824,0,10,1,0,
63,GCA_000006945.2_2861,0,10,1,0,
67,GCA_000006945.2_3888,0,10,1,0,
68,GCA_000006945.2_3892,0,10,1,0,
71,GCA_000006945.2_4161,0,10,1,0,
72,GCA_000006945.2_4164,0,10,1,0,
73,GCA_000006945.2_4165,0,10,1,0,
76,GCA_000006945.2_435,0,10,1,0,
78,GCA_000006945.2_4624,0,10,1,0,
79,GCA_000006945.2_4805,0,10,1,0,
83,GCA_000006945.2_4957,0,10,1,0,
85,GCA_000006945.2_691,0,10,1,0,
86,GCA_000006945.2_791,0,10,1,0,
88,GCA_000006945.2_944,0,10,1,0,
91,GCA_000007405.1_101,0,10,1,0,
92,GCA_000007405.1_104,0,10,1,0,
93,GCA_000007405.1_108,0,10,1,0,
94,GCA_000007405.1_11,0,10,1,0,
95,GCA_000007405.1_112,0,10,1,0,
96,GCA_000007405.1_113,0,10,1,0,
98,GCA_000007405.1_118,0,10,1,0,
99,GCA_000007405.1_12,0,10,1,0,
100,GCA_000007405.1_120,0,10,1,0,
101,GCA_000007405.1_129,0,10,1,0,
103,GCA_000007405.1_138,0,10,1,0,
104,GCA_000007405.1_140,0,10,1,0,
105,GCA_000007405.1_142,0,10,1,0,
106,GCA_000007405.1_147,0,10,1,0,
107,GCA_000007405.1_148,0,10,1,0,
108,GCA_000007405.1_149,0,10,1,0,
109,GCA_000007405.1_15,0,10,1,0,
110,GCA_000007405.1_151,0,10,1,0,
111,GCA_000007405.1_161,0,10,1,0,
112,GCA_000007405.1_164,0,10,1,0,
113,GCA_000007405.1_166,0,10,1,0,
114,GCA_000007405.1_169,0,10,1,0,
115,GCA_000007405.1_172,0,10,1,0,
116,GCA_000007405.1_174,0,10,1,0,
117,GCA_000007405.1_176,0,10,1,0,
118,GCA_000007405.1_178,0,10,1,0,
120,GCA_000007405.1_182,0,10,1,0,
121,GCA_000007405.1_189,0,10,1,0,
122,GCA_000007405.1_19,0,10,1,0,
123,GCA_000007405.1_196,0,10,1,0,
125,GCA_000007405.1_198,0,10,1,0,
126,GCA_000007405.1_201,0,10,1,0,
127,GCA_000007405.1_206,0,10,1,0,
128,GCA_000007405.1_207,0,10,1,0,
129,GCA_000007405.1_21,0,10,1,0,
132,GCA_000007405.1_214,0,10,1,0,
133,GCA_000007405.1_216,0,10,1,0,
134,GCA_000007405.1_217,0,10,1,0,
135,GCA_000007405.1_218,0,10,1,0,
136,GCA_000007405.1_219,0,10,1,0,
137,GCA_000007405.1_221,0,10,1,0,
138,GCA_000007405.1_222,0,10,1,0,
139,GCA_000007405.1_231,0,10,1,0,
140,GCA_000007405.1_234,0,10,1,0,
141,GCA_000007405.1_235,0,10,1,0,
142,GCA_000007405.1_236,0,10,1,0,
143,GCA_000007405.1_239,0,10,1,0,
144,GCA_000007405.1_240,0,10,1,0,
145,GCA_000007405.1_241,0,10,1,0,
147,GCA_000007405.1_245,0,10,1,0,
149,GCA_000007405.1_249,0,10,1,0,
150,GCA_000007405.1_25,0,10,1,0,
152,GCA_000007405.1_253,0,10,1,0,
153,GCA_000007405.1_254,0,10,1,0,
154,GCA_000007405.1_259,0,10,1,0,
155,GCA_000007405.1_260,0,10,1,0,
156,GCA_000007405.1_261,0,10,1,0,
157,GCA_000007405.1_264,0,10,1,0,
158,GCA_000007405.1_265,0,10,1,0,
159,GCA_000007405.1_269,0,10,1,0,
160,GCA_000007405.1_271,0,10,1,0,
161,GCA_000007405.1_273,0,10,1,0,
162,GCA_000007405.1_275,0,10,1,0,
163,GCA_000007405.1_276,0,10,1,0,
164,GCA_000007405.1_28,0,10,1,0,
165,GCA_000007405.1_280,0,10,1,0,
166,GCA_000007405.1_282,0,10,1,0,
167,GCA_000007405.1_283,0,10,1,0,
168,GCA_000007405.1_284,0,10,1,0,
169,GCA_000007405.1_285,0,10,1,0,
170,GCA_000007405.1_286,0,10,1,0,
171,GCA_000007405.1_288,0,10,1,0,
172,GCA_000007405.1_289,0,10,1,0,
173,GCA_000007405.1_293,0,10,1,0,
174,GCA_000007405.1_297,0,10,1,0,
175,GCA_000007405.1_3,0,10,1,0,
176,GCA_000007405.1_300,0,10,1,0,
178,GCA_000007405.1_302,0,10,1,0,
180,GCA_000007405.1_305,0,10,1,0,
181,GCA_000007405.1_311,0,10,1,0,
182,GCA_000007405.1_316,0,10,1,0,
183,GCA_000007405.1_317,0,10,1,0,
184,GCA_000007405.1_319,0,10,1,0,
185,GCA_000007405.1_323,0,10,1,0,
186,GCA_000007405.1_324,0,10,1,0,
187,GCA_000007405.1_330,0,10,1,0,
188,GCA_000007405.1_336,0,10,1,0,
189,GCA_000007405.1_337,0,10,1,0,
191,GCA_000007405.1_34,0,10,1,0,
192,GCA_000007405.1_346,0,10,1,0,
193,GCA_000007405.1_348,0,10,1,0,
194,GCA_000007405.1_35,0,10,1,0,
195,GCA_000007405.1_352,0,10,1,0,
196,GCA_000007405.1_356,0,10,1,0,
197,GCA_000007405.1_358,0,10,1,0,
198,GCA_000007405.1_359,0,10,1,0,
199,GCA_000007405.1_360,0,10,1,0,
200,GCA_000007405.1_362,0,10,1,0,
201,GCA_000007405.1_366,0,10,1,0,
202,GCA_000007405.1_367,0,10,1,0,
203,GCA_000007405.1_369,0,10,1,0,
205,GCA_000007405.1_372,0,10,1,0,
206,GCA_000007405.1_377,0,10,1,0,
207,GCA_000007405.1_378,0,10,1,0,
208,GCA_000007405.1_38,0,10,1,0,
209,GCA_000007405.1_381,0,10,1,0,
211,GCA_000007405.1_383,0,10,1,0,
212,GCA_000007405.1_388,0,10,1,0,
214,GCA_000007405.1_391,0,10,1,0,
215,GCA_000007405.1_4,0,10,1,0,
217,GCA_000007405.1_402,0,10,1,0,
218,GCA_000007405.1_408,0,10,1,0,
219,GCA_000007405.1_409,0,10,1,0,
220,GCA_000007405.1_41,0,10,1,0,
221,GCA_000007405.1_411,0,10,1,0,
222,GCA_000007405.1_412,0,10,1,0,
223,GCA_000007405.1_415,0,10,1,0,
224,GCA_000007405.1_417,0,10,1,0,
225,GCA_000007405.1_418,0,10,1,0,
226,GCA_000007405.1_425,0,10,1,0,
227,GCA_000007405.1_427,0,10,1,0,
229,GCA_000007405.1_43,0,10,1,0,
230,GCA_000007405.1_430,0,10,1,0,
231,GCA_000007405.1_431,0,10,1,0,
233,GCA_000007405.1_435,0,10,1,0,
234,GCA_000007405.1_436,0,10,1,0,
235,GCA_000007405.1_439,0,10,1,0,
236,GCA_000007405.1_441,0,10,1,0,
237,GCA_000007405.1_443,0,10,1,0,
239,GCA_000007405.1_445,0,10,1,0,
240,GCA_000007405.1_448,0,10,1,0,
241,GCA_000007405.1_45,0,10,1,0,
242,GCA_000007405.1_453,0,10,1,0,
243,GCA_000007405.1_456,0,10,1,0,
244,GCA_000007405.1_458,0,10,1,0,
245,GCA_000007405.1_46,0,10,1,0,
246,GCA_000007405.1_461,0,10,1,0,
247,GCA_000007405.1_463,0,10,1,0,
248,GCA_000007405.1_464,0,10,1,0,
250,GCA_000007405.1_468,0,10,1,0,
251,GCA_000007405.1_47,0,10,1,0,
252,GCA_000007405.1_472,0,10,1,0,
253,GCA_000007405.1_482,0,10,1,0,
254,GCA_000007405.1_487,0,10,1,0,
255,GCA_000007405.1_489,0,10,1,0,
256,GCA_000007405.1_490,0,10,1,0,
257,GCA_000007405.1_491,0,10,1,0,
258,GCA_000007405.1_492,0,10,1,0,
259,GCA_000007405.1_497,0,10,1,0,
260,GCA_000007405.1_5,0,10,1,0,
261,GCA_000007405.1_503,0,10,1,0,
262,GCA_000007405.1_511,0,10,1,0,
265,GCA_000007405.1_517,0,10,1,0,
266,GCA_000007405.1_520,0,10,1,0,
267,GCA_000007405.1_522,0,10,1,0,
268,GCA_000007405.1_523,0,10,1,0,
270,GCA_000007405.1_526,0,10,1,0,
271,GCA_000007405.1_528,0,10,1,0,
272,GCA_000007405.1_537,0,10,1,0,
273,GCA_000007405.1_548,0,10,1,0,
274,GCA_000007405.1_552,0,10,1,0,
277,GCA_000007405.1_563,0,10,1,0,
278,GCA_000007405.1_567,0,10,1,0,
279,GCA_000007405.1_568,0,10,1,0,
280,GCA_000007405.1_570,0,10,1,0,
281,GCA_000007405.1_573,0,10,1,0,
282,GCA_000007405.1_575,0,10,1,0,
283,GCA_000007405.1_576,0,10,1,0,
284,GCA_000007405.1_58,0,10,1,0,
286,GCA_000007405.1_589,0,10,1,0,
287,GCA_000007405.1_59,0,10,1,0,
288,GCA_000007405.1_591,0,10,1,0,
289,GCA_000007405.1_593,0,10,1,0,
290,GCA_000007405.1_595,0,10,1,0,
291,GCA_000007405.1_596,0,10,1,0,
292,GCA_000007405.1_597,0,10,1,0,
293,GCA_000007405.1_60,0,10,1,0,
294,GCA_000007405.1_603,0,10,1,0,
295,GCA_000007405.1_604,0,10,1,0,
296,GCA_000007405.1_605,0,10,1,0,
297,GCA_000007405.1_606,0,10,1,0,
298,GCA_000007405.1_607,0,10,1,0,
299,GCA_000007405.1_61,0,10,1,0,
300,GCA_000007405.1_611,0,10,1,0,
301,GCA_000007405.1_62,0,10,1,0,
302,GCA_000007405.1_620,0,10,1,0,
303,GCA_000007405.1_622,0,10,1,0,
304,GCA_000007405.1_629,0,10,1,0,
306,GCA_000007405.1_634,0,10,1,0,
309,GCA_000007405.1_64,0,10,1,0,
311,GCA_000007405.1_643,0,10,1,0,
312,GCA_000007405.1_647,0,10,1,0,
313,GCA_000007405.1_648,0,10,1,0,
314,GCA_000007405.1_650,0,10,1,0,
315,GCA_000007405.1_652,0,10,1,0,
316,GCA_000007405.1_656,0,10,1,0,
317,GCA_000007405.1_659,0,10,1,0,
318,GCA_000007405.1_664,0,10,1,0,
319,GCA_000007405.1_665,0,10,1,0,
320,GCA_000007405.1_666,0,10,1,0,
321,GCA_000007405.1_667,0,10,1,0,
322,GCA_000007405.1_669,0,10,1,0,
323,GCA_000007405.1_67,0,10,1,0,
324,GCA_000007405.1_673,0,10,1,0,
325,GCA_000007405.1_674,0,10,1,0,
326,GCA_000007405.1_677,0,10,1,0,
327,GCA_000007405.1_678,0,10,1,0,
329,GCA_000007405.1_686,0,10,1,0,
330,GCA_000007405.1_69,0,10,1,0,
331,GCA_000007405.1_694,0,10,1,0,
332,GCA_000007405.1_695,0,10,1,0,
333,GCA_000007405.1_697,0,10,1,0,
334,GCA_000007405.1_699,0,10,1,0,
335,GCA_000007405.1_70,0,10,1,0,
336,GCA_000007405.1_700,0,10,1,0,
337,GCA_000007405.1_702,0,10,1,0,
338,GCA_000007405.1_72,0,10,1,0,
339,GCA_000007405.1_74,0,10,1,0,
340,GCA_000007405.1_78,0,10,1,0,
341,GCA_000007405.1_83,0,10,1,0,
342,GCA_000007405.1_84,0,10,1,0,
343,GCA_000007405.1_85,0,10,1,0,
344,GCA_000007405.1_87,0,10,1,0,
345,GCA_000007405.1_88,0,10,1,0,
347,GCA_000007405.1_9,0,10,1,0,
349,GCA_000007405.1_95,0,10,1,0,
350,GCA_000007405.1_96,0,10,1,0,
351,GCA_000007405.1_97,0,10,1,0,
353,GCA_000007565.2_102,0,10,1,0,
355,GCA_000007565.2_111,0,10,1,0,
356,GCA_000007565.2_113,0,10,1,0,
357,GCA_000007565.2_120,0,10,1,0,
358,GCA_000007565.2_125,0,10,1,0,
359,GCA_000007565.2_135,0,10,1,0,
360,GCA_000007565.2_149,0,10,1,0,
361,GCA_000007565.2_16,0,10,1,0,
362,GCA_000007565.2_168,0,10,1,0,
363,GCA_000007565.2_183,0,10,1,0,
364,GCA_000007565.2_187,0,10,1,0,
367,GCA_000007565.2_208,0,10,1,0,
368,GCA_000007565.2_212,0,10,1,0,
370,GCA_000007565.2_216,0,10,1,0,
371,GCA_000007565.2_224,0,10,1,0,
373,GCA_000007565.2_231,0,10,1,0,
376,GCA_000007565.2_234,0,10,1,0,
378,GCA_000007565.2_24,0,10,1,0,
380,GCA_000007565.2_253,0,10,1,0,
381,GCA_000007565.2_256,0,10,1,0,
382,GCA_000007565.2_264,0,10,1,0,
383,GCA_000007565.2_27,0,10,1,0,
384,GCA_000007565.2_276,0,10,1,0,
385,GCA_000007565.2_278,0,10,1,0,
386,GCA_000007565.2_285,0,10,1,0,
387,GCA_000007565.2_312,0,10,1,0,
388,GCA_000007565.2_322,0,10,1,0,
389,GCA_000007565.2_324,0,10,1,0,
390,GCA_000007565.2_334,0,10,1,0,
391,GCA_000007565.2_338,0,10,1,0,
392,GCA_000007565.2_340,0,10,1,0,
393,GCA_000007565.2_351,0,10,1,0,
394,GCA_000007565.2_355,0,10,1,0,
395,GCA_000007565.2_356,0,10,1,0,
396,GCA_000007565.2_359,0,10,1,0,
397,GCA_000007565.2_36,0,10,1,0,
398,GCA_000007565.2_365,0,10,1,0,
399,GCA_000007565.2_37,0,10,1,0,
402,GCA_000007565.2_39,0,10,1,0,
403,GCA_000007565.2_393,0,10,1,0,
405,GCA_000007565.2_44,0,10,1,0,
406,GCA_000007565.2_57,0,10,1,0,
407,GCA_000007565.2_71,0,10,1,0,
408,GCA_000007565.2_73,0,10,1,0,
409,GCA_000007565.2_79,0,10,1,0,
410,GCA_000007565.2_80,0,10,1,0,
413,GCA_000007565.2_94,0,10,1,0,
414,GCA_000015425.1_102,0,10,1,0,
415,GCA_000015425.1_11,0,10,1,0,
416,GCA_000015425.1_117,0,10,1,0,
417,GCA_000015425.1_12,0,10,1,0,
419,GCA_000015425.1_139,0,10,1,0,
420,GCA_000015425.1_142,0,10,1,0,
421,GCA_000015425.1_144,0,10,1,0,
422,GCA_000015425.1_146,0,10,1,0,
423,GCA_000015425.1_154,0,10,1,0,
424,GCA_000015425.1_180,0,10,1,0,
425,GCA_000015425.1_192,0,10,1,0,
426,GCA_000015425.1_2,0,10,1,0,
427,GCA_000015425.1_200,0,10,1,0,
429,GCA_000015425.1_21,0,10,1,0,
431,GCA_000015425.1_228,0,10,1,0,
432,GCA_000015425.1_245,0,10,1,0,
433,GCA_000015425.1_279,0,10,1,0,
434,GCA_000015425.1_41,0,10,1,0,
435,GCA_000015425.1_52,0,10,1,0,
436,GCA_000015425.1_56,0,10,1,0,
437,GCA_000015425.1_61,0,10,1,0,
438,GCA_000015425.1_65,0,10,1,0,
439,GCA_000017745.1_1,0,10,1,0,
441,GCA_000017745.1_1000,0,10,1,0,
442,GCA_000017745.1_1002,0,10,1,0,
444,GCA_000017745.1_101,0,10,1,0,
445,GCA_000017745.1_1011,0,10,1,0,
446,GCA_000017745.1_1020,0,10,1,0,
447,GCA_000017745.1_1022,0,10,1,0,
448,GCA_000017745.1_1023,0,10,1,0,
449,GCA_000017745.1_1026,0,10,1,0,
450,GCA_000017745.1_1029,0,10,1,0,
451,GCA_000017745.1_103,0,10,1,0,
452,GCA_000017745.1_1032,0,10,1,0,
453,GCA_000017745.1_1043,0,10,1,0,
454,GCA_000017745.1_1048,0,10,1,0,
457,GCA_000017745.1_1060,0,10,1,0,
458,GCA_000017745.1_1061,0,10,1,0,
460,GCA_000017745.1_1068,0,10,1,0,
461,GCA_000017745.1_1069,0,10,1,0,
463,GCA_000017745.1_1083,0,10,1,0,
464,GCA_000017745.1_1084,0,10,1,0,
465,GCA_000017745.1_1086,0,10,1,0,
466,GCA_000017745.1_1092,0,10,1,0,
467,GCA_000017745.1_1096,0,10,1,0,
468,GCA_000017745.1_1098,0,10,1,0,
469,GCA_000017745.1_1111,0,10,1,0,
470,GCA_000017745.1_1112,0,10,1,0,
471,GCA_000017745.1_1116,0,10,1,0,
472,GCA_000017745.1_1118,0,10,1,0,
473,GCA_000017745.1_112,0,10,1,0,
474,GCA_000017745.1_1125,0,10,1,0,
476,GCA_000017745.1_1140,0,10,1,0,
477,GCA_000017745.1_1142,0,10,1,0,
479,GCA_000017745.1_115,0,10,1,0,
480,GCA_000017745.1_1164,0,10,1,0,
481,GCA_000017745.1_1166,0,10,1,0,
482,GCA_000017745.1_1172,0,10,1,0,
483,GCA_000017745.1_1173,0,10,1,0,
484,GCA_000017745.1_1180,0,10,1,0,
485,GCA_000017745.1_1182,0,10,1,0,
487,GCA_000017745.1_1193,0,10,1,0,
488,GCA_000017745.1_1195,0,10,1,0,
489,GCA_000017745.1_1206,0,10,1,0,
490,GCA_000017745.1_121,0,10,1,0,
491,GCA_000017745.1_1212,0,10,1,0,
493,GCA_000017745.1_1221,0,10,1,0,
494,GCA_000017745.1_1225,0,10,1,0,
495,GCA_000017745.1_1226,0,10,1,0,
496,GCA_000017745.1_1228,0,10,1,0,
497,GCA_000017745.1_1230,0,10,1,0,
498,GCA_000017745.1_1231,0,10,1,0,
499,GCA_000017745.1_1232,0,10,1,0,
500,GCA_000017745.1_1238,0,10,1,0,
502,GCA_000017745.1_1254,0,10,1,0,
503,GCA_000017745.1_1255,0,10,1,0,
504,GCA_000017745.1_1258,0,10,1,0,
505,GCA_000017745.1_126,0,10,1,0,
506,GCA_000017745.1_1261,0,10,1,0,
509,GCA_000017745.1_1296,0,10,1,0,
510,GCA_000017745.1_1309,0,10,1,0,
511,GCA_000017745.1_1312,0,10,1,0,
512,GCA_000017745.1_1323,0,10,1,0,
514,GCA_000017745.1_1341,0,10,1,0,
515,GCA_000017745.1_1342,0,10,1,0,
516,GCA_000017745.1_1358,0,10,1,0,
517,GCA_000017745.1_1363,0,10,1,0,
518,GCA_000017745.1_1367,0,10,1,0,
519,GCA_000017745.1_1369,0,10,1,0,
521,GCA_000017745.1_1373,0,10,1,0,
522,GCA_000017745.1_1375,0,10,1,0,
523,GCA_000017745.1_138,0,10,1,0,
524,GCA_000017745.1_1380,0,10,1,0,
525,GCA_000017745.1_1387,0,10,1,0,
526,GCA_000017745.1_1390,0,10,1,0,
527,GCA_000017745.1_1391,0,10,1,0,
528,GCA_000017745.1_1397,0,10,1,0,
529,GCA_000017745.1_1398,0,10,1,0,
530,GCA_000017745.1_1400,0,10,1,0,
531,GCA_000017745.1_1408,0,10,1,0,
532,GCA_000017745.1_1409,0,10,1,0,
533,GCA_000017745.1_1410,0,10,1,0,
534,GCA_000017745.1_1411,0,10,1,0,
535,GCA_000017745.1_1421,0,10,1,0,
536,GCA_000017745.1_1431,0,10,1,0,
537,GCA_000017745.1_1433,0,10,1,0,
538,GCA_000017745.1_1435,0,10,1,0,
539,GCA_000017745.1_1437,0,10,1,0,
540,GCA_000017745.1_144,0,10,1,0,
542,GCA_000017745.1_1450,0,10,1,0,
544,GCA_000017745.1_1461,0,10,1,0,
545,GCA_000017745.1_1463,0,10,1,0,
546,GCA_000017745.1_1473,0,10,1,0,
547,GCA_000017745.1_1478,0,10,1,0,
548,GCA_000017745.1_1487,0,10,1,0,
549,GCA_000017745.1_1488,0,10,1,0,
550,GCA_000017745.1_1493,0,10,1,0,
551,GCA_000017745.1_1495,0,10,1,0,
552,GCA_000017745.1_1499,0,10,1,0,
553,GCA_000017745.1_15,0,10,1,0,
554,GCA_000017745.1_150,0,10,1,0,
556,GCA_000017745.1_1514,0,10,1,0,
557,GCA_000017745.1_1524,0,10,1,0,
558,GCA_000017745.1_1527,0,10,1,0,
559,GCA_000017745.1_1534,0,10,1,0,
560,GCA_000017745.1_1542,0,10,1,0,
561,GCA_000017745.1_1545,0,10,1,0,
562,GCA_000017745.1_1548,0,10,1,0,
563,GCA_000017745.1_155,0,10,1,0,
564,GCA_000017745.1_1554,0,10,1,0,
565,GCA_000017745.1_1555,0,10,1,0,
566,GCA_000017745.1_1556,0,10,1,0,
567,GCA_000017745.1_1558,0,10,1,0,
568,GCA_000017745.1_1568,0,10,1,0,
569,GCA_000017745.1_1571,0,10,1,0,
571,GCA_000017745.1_1586,0,10,1,0,
572,GCA_000017745.1_1593,0,10,1,0,
573,GCA_000017745.1_1597,0,10,1,0,
575,GCA_000017745.1_1603,0,10,1,0,
576,GCA_000017745.1_1606,0,10,1,0,
577,GCA_000017745.1_1612,0,10,1,0,
578,GCA_000017745.1_1618,0,10,1,0,
579,GCA_000017745.1_162,0,10,1,0,
581,GCA_000017745.1_1637,0,10,1,0,
582,GCA_000017745.1_1646,0,10,1,0,
583,GCA_000017745.1_1649,0,10,1,0,
584,GCA_000017745.1_1650,0,10,1,0,
585,GCA_000017745.1_1651,0,10,1,0,
586,GCA_000017745.1_1652,0,10,1,0,
587,GCA_000017745.1_1654,0,10,1,0,
588,GCA_000017745.1_1659,0,10,1,0,
589,GCA_000017745.1_1672,0,10,1,0,
590,GCA_000017745.1_1681,0,10,1,0,
591,GCA_000017745.1_170,0,10,1,0,
593,GCA_000017745.1_1703,0,10,1,0,
594,GCA_000017745.1_1712,0,10,1,0,
595,GCA_000017745.1_1731,0,10,1,0,
596,GCA_000017745.1_1742,0,10,1,0,
597,GCA_000017745.1_1745,0,10,1,0,
598,GCA_000017745.1_1752,0,10,1,0,
599,GCA_000017745.1_1754,0,10,1,0,
600,GCA_000017745.1_1756,0,10,1,0,
602,GCA_000017745.1_1768,0,10,1,0,
603,GCA_000017745.1_1771,0,10,1,0,
604,GCA_000017745.1_1783,0,10,1,0,
606,GCA_000017745.1_179,0,10,1,0,
607,GCA_000017745.1_1792,0,10,1,0,
608,GCA_000017745.1_1796,0,10,1,0,
609,GCA_000017745.1_1797,0,10,1,0,
610,GCA_000017745.1_1799,0,10,1,0,
611,GCA_000017745.1_180,0,10,1,0,
612,GCA_000017745.1_1801,0,10,1,0,
613,GCA_000017745.1_1802,0,10,1,0,
614,GCA_000017745.1_1803,0,10,1,0,
615,GCA_000017745.1_1821,0,10,1,0,
616,GCA_000017745.1_1824,0,10,1,0,
617,GCA_000017745.1_1826,0,10,1,0,
618,GCA_000017745.1_1838,0,10,1,0,
619,GCA_000017745.1_1839,0,10,1,0,
620,GCA_000017745.1_1848,0,10,1,0,
621,GCA_000017745.1_1854,0,10,1,0,
622,GCA_000017745.1_1855,0,10,1,0,
623,GCA_000017745.1_1858,0,10,1,0,
625,GCA_000017745.1_1870,0,10,1,0,
626,GCA_000017745.1_1874,0,10,1,0,
627,GCA_000017745.1_1880,0,10,1,0,
628,GCA_000017745.1_1881,0,10,1,0,
632,GCA_000017745.1_1887,0,10,1,0,
633,GCA_000017745.1_1888,0,10,1,0,
634,GCA_000017745.1_1896,0,10,1,0,
635,GCA_000017745.1_1898,0,10,1,0,
636,GCA_000017745.1_1899,0,10,1,0,
639,GCA_000017745.1_1918,0,10,1,0,
640,GCA_000017745.1_1924,0,10,1,0,
641,GCA_000017745.1_1932,0,10,1,0,
642,GCA_000017745.1_1934,0,10,1,0,
643,GCA_000017745.1_1948,0,10,1,0,
644,GCA_000017745.1_1949,0,10,1,0,
645,GCA_000017745.1_1957,0,10,1,0,
646,GCA_000017745.1_1960,0,10,1,0,
647,GCA_000017745.1_1975,0,10,1,0,
648,GCA_000017745.1_1978,0,10,1,0,
649,GCA_000017745.1_1988,0,10,1,0,
650,GCA_000017745.1_1995,0,10,1,0,
651,GCA_000017745.1_1997,0,10,1,0,
652,GCA_000017745.1_2000,0,10,1,0,
653,GCA_000017745.1_2003,0,10,1,0,
654,GCA_000017745.1_2028,0,10,1,0,
656,GCA_000017745.1_2043,0,10,1,0,
657,GCA_000017745.1_2049,0,10,1,0,
658,GCA_000017745.1_2051,0,10,1,0,
661,GCA_000017745.1_2067,0,10,1,0,
662,GCA_000017745.1_2073,0,10,1,0,
663,GCA_000017745.1_2076,0,10,1,0,
664,GCA_000017745.1_2082,0,10,1,0,
665,GCA_000017745.1_2089,0,10,1,0,
666,GCA_000017745.1_2091,0,10,1,0,
667,GCA_000017745.1_2099,0,10,1,0,
668,GCA_000017745.1_2101,0,10,1,0,
670,GCA_000017745.1_2106,0,10,1,0,
671,GCA_000017745.1_2109,0,10,1,0,
